news_id	date	text
78	2019-03-17T16:24:49	Shadow MP for Thyolo Central Constituency Ben Phiri on Saturday donated various relief items worth over K7 million to people affected by recent floods in the constituency.Of recent Malawi was hit by heavy rains and floods that led to 56 deaths, 577 injuries while three people are still missing.   A total of 184,589 people have been affected and 16,545 households displaced.Speaking during the handover ceremony at Khonjeni and Chilammwera cluster centres, Phiri said him and his wife thought of lending a hand as the victims awaits government to help them formerly.“It is always our tradition as Malawians to console each other when disasters happen in our local set up. “We thought of giving them support though it may not be enough. But at least it will help them in one way or the other,"   said Phiri who is also Director of Elections in the Democratic Progressive Party (DPP).He said almost 1400 people have been affected by floods in the constituency.The donated items included blankets, buckets, sugar, maize flour, soap, cooking oil and plastic sheets. Group Village Head (GVH) Nkolokosa of Nkolokosa 1, 2 and 3 in Mchilamwera whose village saw about 106 people become destitute said the help was timely.He said Phiri was the first to respond with assistance since the floods hit the area.GVH Makombe of Khonjeni, in the area of Traditional Authority Kapiti also expressed his gratitude towards Phiri and his wife for the relief items. “My house collapsed and was washed away by the rains. We had nothing to eat," said one of the victims Alesi Liston, 20, with a child on her back. Sharing is caring!
79	2019-03-18T07:22:39	Over 2000 people affected by floods in Nsanje district had on Sunday, March 17, 2019 managed to smile again after president of Malawi Congress Party (MCP), Lazarus Chakwera paid them a visit and on behalf of the party donated tonnes of relief food following deadly floods.Severe flooding in the recent days has affected nearly a million people. At least 45 people are reported to have died, while tens of thousands have been displaced.Chakwera alongside his running mate Sidik Mia and other party officials visited 1,760 victims at Nyachikadza before visiting 416 more at Mankhokwe camp in the area of Traditional Authority (T/A) Ndakwera.Speaking in both camps, the MCP leader promised that, after assuming the reigns of power, his government will utilize expertize and knowledge on water management acquired from other countries which dealt with similar problem of floods to control the flow of Shire River through construction of dykes and dredging.Chakwera also conquered with Mia about the plan by MCP to construct better houses roofed by iron sheets in the uplands which the people can use as their dwelling during heavy rains.Expressing deep concern over the peoples’ plight due to loss of lives, houses, crops and other property,  Chakwera said he had learnt about the occurrence of floods when the MCP was launching its manifesto in Lilongwe.He had therefore requested contributions from party members and the money was used to purchase tonnes of maize flour and pegion peas, which was donated on the day.In his remarks, Mia thanked Chakwera for not taking a rest after his long trip from the United States of America (USA) where he attended a funeral of a long time friend but found it important to reach out to the flood victims with food relief.Before Chakwera and Mia, the party’s National Campaign Director, Moses Kunkuyu bemoned government’s lip service on the much touted “Malata and Cement Subsidy Programme" which has not benefitted the people of the Shire Vallay and in particular, the people of Nsanje South affected by floods.Said Kunkuyu: “If  these people had benefited from the so called malata and cement subsidy then they couldn’t have been affected by the floods. In other words, these people are present here at the camp because government had lied to the them about the programme which is just benefitting a few supporters and loyalists of the governing DPP."In the recent days, Mia together with his wife Abida,  who is also MCP Shadow MP for Chikwawa Nkombedzi Constituency, have been on relief food distribution exercise in several camps of Chikwawa and Nsanje where flood victims are seeking shelter after their houses and property got destroyed by the floods Sharing is caring!
80	2019-03-09T10:24:37	Main opposition Malawi Congress Party (MCP) president Lazarus Chakwera has appealed to the party members to help the flood affected people as thousands  are left homeless with hundreds injured and umerous property including houses and domestic utensils, crop fields and infrastructure such as roads and bridges have extensively been damaged.Since intense rainfall accompanied by strong windstorms started falling-primarily over the Southern regions 26 people are confirmed dead.Speaking before launching the election manifesto for MCP in Lilongwe on Saturday at CrossRoads Hotel, Chakwera  appealed to MCP members to help the  disaster affected people, saying religiously “blessed is the hand that gives than the hand receiving."President Peter Mutharika has declared a state of national disaster after the floods have not spared the energy sector as on Friday the Electricity Generation Company (Egenco) was forced to shut its Nkula and Kapichira Power Stations making Egenco lose 270 megawatts (MW) of hydro generation capacity against the available capacity of 320MW.Department of Climate Change and Meteorological Services said the heavy rains were as a result of deep low pressure area which initially developed in the Mozambican Channel and had intensified due to the presence of the Inter-Tropical Convergence Zone oscillating over Southern Malawi Sharing is caring!
81	2019-01-26T15:32:51	Some chiefs in Nsanje and Chikhwawa are refusing to move upland following the devastating floods that have affected most areas in the two districts, saying they cannot leave their ancestral graves alone.One of them is chief Nyachikadza of Nsanje who has sworn: “My subjects and I are not going anywhere. Our forefathers were born here, lived here, and died here. We cannot leave their graves alone, that is a taboo," he said.He said he will defy the government order to move to another place, telling government officials that they should not even dare to meet him over the issue.However, some people say chief Nyachikadza’s defiance on the movement to upland is based on the love for handouts.“When such calamities occur, the government and other well-wishers flood the area with food and other relief items. These are what makes them very bold, to remain in the area. The government and the other well-wishers should think of cutting off such aid to force them move upland areas," he said.However, chief Malemia of Nsanje said the only solution to the problems of floods is for the people to move upland.“I would cooperate with the government fully on this. It is better to mve upland than see our people die and suffer year in and year out because of the devastating floods," said the chief.At least 500 families have sought refuge in public schools in Nsanje forcing lessons to suspend following the devastating floods Sharing is caring!
82	2019-04-17T11:35:58	Vice-President and UTM Party presidential candidate Dr Saulos Chilima on Tuesday brought smiles to  people at Gamake camp in Nsanje after donating assorted items  including water buckets, blankets and plates among others.He presented this on Tuesday at Chikuse and Mpomba camps housing flood victims in the district.Chilima also urged people to accept calls to move to upland as a permanent solution to the flooding problem.“We have all been negatively affected by floods over the years, we should consider moving to upland as advised by experts to avoid more loses in future," said Chilima.He urged chiefs in the area to assist in implementing the movement to upland as this  will permanently prevent loses from floods in the area.“I would like to ask the chiefs present here and others who didn’t manage to come, to take a leading role in guiding people to move to upland once the water subsidies," said the Vice President.Malawi was affected by floods from cyclone Idai, especially in the southern districts of Nsanje, Chikwawa, Chiradzulu and Phalombe among others, killing 60 and displacing thousands who have been forced to stay in emergency camps Sharing is caring!
83	2019-03-23T14:00:19	Vice President Saulos Chilima, who is UTM presidential candidate, has been vindicated for criticising construction of a substandard dyke along the Shire Basin in Nsanje which failed to protect lives and property during the floods which killed 56.The UTM presidential candidate reprimanded RBL Engineers in February 2018 for constructing a substandard dyke at a whooping K290 million.Chilima called it a death trap and recommended that it should be reconstructed immediately.However, Chilima’s words fell on deaf ears until the floods proved him right and destroyed the dyke, killed people, destroyed crops, property and road networks.In Zomba Matiya, floods also destroyed another substandard dyke built with MASAF 4 funds along Phalombe River  by the villagers displacing thousands from Makina Village.The floods affected close to a million people in 14 districts in Malawi.Currently about 187 camps have been set up to shelter those displaced by floods.The government declared Malawi state of disaster and asked for humanitarian aid to assist the affected.Currently there is high demand for relief food in these camps as people have lost everything during the floods.Red Cross, Save the Children, UN, MRA,  Lafarge are among entities that have assisted the affected.South Africa and Tanzania are among foreign governments that have assisted.Chilima has no nonsense stand when it comes to adhering to high standards of performance.He does not tolerate laziness.Chilima also observed that settlements in Soche Hill, Blantyre, were illegal and death traps and ordered they should be demolished and the people relocated.Blantyre City Council (BCC) agreed with Chilima saying they already ordered the people to relocate.But BCC is failing to act on instruction from DPP which fears it will lose votes.BCC officials were told to delay action until elections were over placing the lives of people in danger Sharing is caring!
84	2019-03-10T20:48:26	The ruling Democratic Progressive Party (DPP) presidential runningmate,  who is also Minister of Civic Education, Everton Chimulirenji on Sunday had a busy day when he toured floods devastated areas in some parts of Zomba.Floods destroyed 29 000 and killed 6 people in the district.Speaking at 6 Miles in the area of Traditional Authority Chikowi in the district, Chimulirenji assured people that government will provide them with food, shelter, utensils and blankets..Chimulirenj, who was accompanied by Deputy Minister of Homeland and security Charles Mchacha, Director of operations Mwayi Kamuyambeni, Deputy Director of operations Brave Mkwezalamba and senior government officials  distributed plastic pales, blankets, rice , plates and salt.“The President is very concerned with the situation and has meanwhile directed the Department of Disaster Management Affairs under the Ministry of Homeland Security to urgently mobilise and coordinate emergency relief services to those affected," he said.Chimulirenji said Mutharika is assuring all those affected that his government will do all it can to assist those affected by the heavy rains and floods.The President is also calling upon all well-meaning individuals and organisations both local and international, including faith-based relief agencies, to join government in providing relief to the affected Malawians.In his remarks, Zomba District Commissioner Emmanuel Bambe has urged responsible offices to ensure transparent and accountability in distribution of relief activities Sharing is caring!
85	2019-03-25T04:30:05	The government of the People’s Republic of China has donated K36 million to Malawi to enable government respond to the needs of flood victims in the country.The Chinese Charge de Affairs in Malawi, Wang Xiusheng, presented the K36 million cheque through the Ministry of Foreign Affairs at Capital Hill in Malawi’s Capital Lilongwe last week.Xiusheng also announced that 4000 tonnes of rice from China were on their way to Malawi while 2000 tonnes had already arrived in the country as part of food aid to the flood victims.The devastating floods swept across 13 districts in Malawi, more especially in the southern part of the country, killing 56 people and livestock and damaging property and numerous hacters of farmland. About 400,000 households are reported to have been adversely affected by the floods.The donation is the latest in the flow of such generous gestures from many good samaritans within the country, across the borders and abroad to help government effectively respond to the disaster, which Xiusheng described as very painful.“Our hearts are with the government and the people of Malawi for the loss of lives, livestock and property. We share the pain and suffering the people of Malawi are going through because of these floods. It is with this feeling that we have come forward with this assistance," said Xiusheng.He added that Chinese companies back home and here in Malawi are also mobilising resources and will soon hand them over to relevant authorities so that the flood victims are assisted accordingly.The Principal Secretary for the Ministry of Foreign Affairs, Ben Botolo, commended China for the donation, saying the World’s emerging super power is indeed a friend in need to Malawi.“The assistance is timely and binds our bilateral relations spanning 11 years now. I assure the Government and the people of China that the money and the rice will really be channelled to the flood victims," said Botolo Sharing is caring!
86	2019-03-27T11:41:11	The Chinese business community in Malawi, under the banner Chinese Chambers of Commerce in Malawi,   have donated K38 million to the Department of Disaster Management Affairs (DODMA) and further pledged continued support to households reeling from the impact of floods early March 2019.The donation follows another donation of K36 million and 2,000 tonnes of rice from the Chinese Embassy to assist Malawi in responding to the needs of the affected families.Chairperson of the Chinese Community in Malawi, Zhou Shanjian, said the Chinese Community in Malawi deeply sympathises with Malawi g for the loss of lives and property in the aftermath of the floods.“Therefore, in the face of this disaster, we are committed to offer our help to our brothers and sisters affected by the floods in whatever way we can. We would like to join the relief efforts to those affected by the floods. We believe that with our joint efforts, we can ease the suffering of the people and help their life back to normal at an earlier date," said Shanjian.He disclosed that the donation is a demonstration of their commitment to being a responsible corporate citizen in Malawi.The Chinese Charge de Affairs at the Embassy of China in Malawi, Wang Xiusheng, expressed hope that Malawi will soon recover from the disaster and rebuild their homes and livelihoods.In his remarks, the Minister of Homeland Security, Nicholas Dausi, disclosed that over 700,000 people have been adversely affected by the recent floods.He assured the Chinese community that the donation will be channelled towards supporting the victims, stressing that the victims will require a lot of assistance to get back on their feet.“The suffering is real. People are scattered in camps and require water, food, medical supplies and utensils. All these need a lot of money. I thank the Chinese community in Malawi for this timely help," said Dausi.Meanwhile, China has announced that 4000 more tonnes of rice are on their way to Malawi to meet the food requirements of the victims.Heavy hailstorms and floods had swept across 13 districts in Malawi, with Southern Region being the worst hit.The flooding has claimed 60 lives while causing extensive damage to a multitude of livestock, houses property and hectarage of farmland Sharing is caring!
87	2019-03-14T05:48:54	Chiradzulu District was not spared from the incessant heavy rains that hit southern Malawi last week and members of a charity Trust Fund from Chiradzulu West mobilized themselves to assist over a hundred households with relief items on Wednesday.The groupings treasurer Evelyn Mwapasa said initially the Trust Fund caters for paying school fees to underprivileged people from the area but after the heavy rains that affected thousands of households in the Southern Region, they asked the area’s Community Development Committee (CDC) to make some damage assessment, especially for homes who are beneficiaries of the educational system.“We asked for such a report because we realized that if such families were affected by the heavy rains it meant even the students were greatly affected.“It meant they would fail to attend classes because some of the basic needs they need to prepare themselves for school were destroyed when their homes collapsed.“So the CDC went around and gave us an assessment report and the type of assistance they urgently needed. We managed to raise over K1 million which was used to purchase maize flour, salt, pails, detergent soap, plastic cup and plastic rolls of paper to cover parts of their damaged homes."He applauded the area’s Member of Parliament, who is also the country’s Foreign Affairs Minister, Dr. Emmanuel Fabiano for also supporting the Trust Fund’s initiative.“I must say Dr. Fabiano has always supported the Trust Fund’s initiative right from the start. This is an apolitical grouping comprising members of sound standing in society, whose home of origin is Chiradzulu West," said Mwapasa, who is chief executive officer for Malawi Air Cargo.Some of the Trustees include Dr. Sosten Chiotha (executive director of LEAD in Zomba); senior prominent lawyer Masauko Msungama, who is the acting chairman after the passing on of Dr. Graham Chipande (former senior and prominent lawyer in Blantyre); Executive Director for Mwachi Ltd Medson Kalambule; Communication Expert Lauren Meke Phiri and entrepreneur Kalimba.The affected number of people in whole of Chiradzulu was 65,380, according to statistics from Department of Disaster Management but the Trust Fund could only assist 100 households from T/A Mpama and T/A Chitera, who were most affected.Accompanying Mwapasa was fellow Trustee, Kalambule, who explained that the Trust Fund is the brainchild of traditional leaders from area, who sat down and asked some of the people of sound standing in society who were originally from Chiradzulu West to assist in development needs of the area.“It’s an idea that impressed all of us who were approached in order to give back to the society that raised us up to become what we are. We realized there is strength in numbers that can make a difference to our home of origin.“The traditional leaders first priority was on education because it is a strong future investment. With the help of Dr. Fabiano we set up the CDC to be identifying the needy beneficiaries themselves.“The idea is that once a needy student is selected to a secondary school, we pay for their school fees for one year in order to allow the parents to adjust and find means to take over in sustaining their children’s school needs.“But there have been many instances we have paid for the children up to their final year in secondary school because of the poverty level of their parents.“We are so happy that this Trust Fund is helping a lot of children to achieve their education dream. One day they might be on the other side and join us as one of the trustees.“We applaud all donors who have assisted this project right from the start some six years ago and we urge the potential donors to welcome us with open arms when we will come knocking at their doors in future."Another project the Fund initiated was a recreational Youth Centre that shall be equipped with a library and shall also be used for career talks, whose speakers shall be the country’s high profile professionals.Traditional leaders of the area’s visited, Village Headman Kowela and Group Village Headman Ulaya both applauded the Trustees for their gesture, saying it will help lift the morale of the affected households as they rebuild their lives Sharing is caring!
88	2019-03-27T05:13:50	One of the renowned humanitarian organization, Christian Aid on Sunday donated bags of Soya blend locally called Likuni Phala to its beneficiaries currently seeking shelter under Kalima and Medrum Camps in Traditional Authorities (TA) Maseya and Mulilima in Chikwawa District.About 350 beneficiaries in categories of lactating and pregnant mothers, children under the age of 5, the chronically ill and the elderly received the items.Christian Aid Country Director for Malawi, Pansi Katenga said her organization believed that the category of the beneficiaries was a critical group and that if their nutrition needs are not met the long term impacts are high.“So, as part of our response we have prioritized nutrition just to deal with immediate food needs of these people then we will expand to other areas.“This is first part of our response focusing on nutrition but we will be back with interventions focusing on the wider needs in terms of food needs of other population not targeted now," she said.The Country Director said the survivors would get the necessary support so that they are able to rebuild their lives.“We will do whatever we can to help them go back to their place. You can agree with me that within the camp, there is lack of water and sanitation and those kids need to get back to school," Katenga added.Gender Officer for Chikwawa District Council, Rita Sukasuka commended Christian Aid for looking at nutrition needs of the flood survivors currently living in camps.She said Likuni Phala is rich in all the six food groups and hoped for better improvement in the lives of the people reached with the intervention.“This helps in children’s growth. It is also quite important in lactating and pregnant mothers. We really appreciate for this unique gesture," Sukasuka said.Senior Group Village Head Kalima hailed Christian Aid for the support, calling on all other well wishers to emulate Christian Aid gesture.Christian Aid has set aside 1 million pounds (approximately K965 million) for the flood response and is expected to benefit 5,000 households, translating to 25,000 people of which 5,000 are children. Sharing is caring!
89	2019-03-10T20:07:57	A contractor has said it is going to take seven days to maintain the Blantyre-Chikwawa road which has been cut off by heavy rains at Thabwa, near the Kamuzu bridge.A senior official of Plem, the contractor said the company managed to make a diversion of the road to allow motorists go through.The rains cut off the road on Saturday, forcing Home Land Security minister Nicholas Dausi and other government officials get stranded at Thabwa with relief items for flood items.The minister and his entourage were at the place for close to three hours before Plem hurriedly made the diversion allowing the government officials to go through.Dausi told reporters that he was disappointed at a slow pace in efforts to normalise the situation.“I am disappointed at the slow pace of the contractor . This is a busy road and business must continue. They promised to be here in 30 minutes time but it’s two hours now; people have been stuck here and, apparently, the blame will be on government," he said.Rains of terror this week have washed away crops, roads, destroyed buildings and killed about 23 people in nine districts of Blantyre, Thyolo, Mulanje, Phalombe, Salima, Nkhotakota, Karonga, Mangochi and Zomba.President Peter Mutharika has since declared the affected area a disaster zone Sharing is caring!
90	2019-02-13T02:26:04	Officials from Human Rights Defenders Coalition (HRDC) have asked the government to relocate residents who live along Chipasula river in Lilongwe.The HRDC officials dead this after they visited residents who were affected when the river burst its banks recently, forcing the residents to lose their property.Timothy Mtambo, chairperson of HRDC said it is costly to help those affected by the floods year in year out during the rainy season.“Disasters are better avoided than managed. It is very expensive to manage disasters," said Mtambo.Deputy chairperson of HRDC Gift Trapence said he was impressed with the rehabilitation works of Kawale bridge which was washed away when the capital city flooded due to heavy rains.He said the government should always ensure that constructors build strong and long lasting bridges.Over 500 families were affected by the flooding waters which destroyed houses and other property in Kawale, Biwi, Chipasula and area 22 among other areas Sharing is caring!
91	2019-04-23T06:23:18	Weather experts at the Department of Climate Change and Meteorological Services are warning of a tropical cyclone  which is expected to bring heavy rains in the lakeshore areas.A statement seen by Nyasa Times signed  by Jolam Nkhokwe, director of Climate Change and Meteorological Services says this is as a result of deep low pressure system developed in the Indian Ocean.He says a deep low pressure system with atmosphere pressure value of 1008 millibars has developed in the Indian Ocean north of Madagascar at latitude 9.4 degrees south and 50.3 degrees east at a distance of 1874km east of Nkhata Bay boma and moving west-south-westwards.“By Tuesday 23 April, 2019. The deep low pressure system is expected to deepen to pressure value of 1004 millibars and be situated at 10.4 degrees south and 48.4 degrees east at a distance of 1670km from Nkhata Bay boma," says Nkhokwe.He says by Wednesday April 24, the deep low pressure system is expected to further deepen to pressure value of 998 millibars when its status will change to that of a tropical cyclone while situated  at 10.8 degrees south and 45.7 degrees east at a distance of 1222km from Nkhata Bay.By Thursday, Nkhokwe says, the system will be situated at 11.0 degrees south and 41.3 degrees east at 794km east of Nkhata Bay with pressure value of 996 millibars.“By Friday the system will make a landfall in Tanzania at 484km east of Nkhata Bay. By Saturday the deep low pressure will move to the Niassa Province in Mozambique to a position of 388km from Nkhata Bay," says Nkhokwe in the statement.The statement says on Wednesday, when the deep low pressure system will change its status to that of a tropical cyclone, it will be given a name of Tropical Cyclone Kenneth as per the order on the list of tropical cyclone names in the south Indian Ocean region.“Currently, the deep low pressure system has no direct effect on the weather over the Malawi. However, as the system approaches Malawi, it will enhance rainfall activities over the country particularly along the lakeshore areas," says the statement.Nkhokwe says the department is closely monitoring the movement of the deep low pressure system and its intensity which can directly or indirectly affect weather over the country and will continuously issue updates.The pending cyclone is coming after Cyclone Idai hit the southern African country in late March, barely weeks after floods affected 15 out of the country’s 28 districts and killed 60 people after displacing 868 900.The weather experts have said they are closely  monitoring movement of the pressure system and its intestoty which can directly or indirectly affect weather over the country Sharing is caring!
92	2019-03-13T07:22:34	The Department of Climate Change and Meteological Services has warned a spell of unsettled weather, marked by heavy thundershowers, strong winds  that will batter  some parts of the Southern Region from Friday.In a statement made available to Nyasa Times,  the department  is asking Malawians that to secure property and lives, the public should therefore take precautionary measures such as moving to higher grounds when water levels have started rising; avoiding crossing flooding rivers and not seeking shelter under trees and weak infrastructure.“The public is advised to continue following weather updates issued from time to time by the Department of Climate Change and Meteorological Services as it continues to monitor weather development over the country to ensure seamless use of weather information on all times to alert by the public and to be kept safe from any weather related threats," reads the statement issued by MET director Jolam Nkhokwe.The statement quotes a Southern Africa Regional weather analysis that says a deep and wide low pressure system in the Mozambique Channel developed into a Tropical Cyclone now named IDAI on March 11, at a distance of 900kms from southern Malawi border in Nsanje at a position 17.4 south and 43.2 East approximately west-north of Madagascar, with a south-westward movement towards Beira in  Mozambique.“Tropical Cyclone IDAI is expected to make a landfall over Beira in  Mozambique which is 480kms to Nsanje Boma by Thursday 14 March, while dumping heavy rains overland in  Mozambique including southern Malawi."Nkhokwe said the and strong winds are expected to start from Thursday to Sunday mainly over southern areas of Malawi which are at a risk for locally damaging winds, flooding and significant travel disruptions as the Tropical Cyclone makes its way to Zimbabwe where it is expected to weaken and die on 18th March.According to recent report from the Department of Disaster Management Affairs (DODMA), the death toll from the floods and heavy rains has risen to 45 and over 577 injured and over 90,000 households affected Sharing is caring!
93	2019-03-11T12:04:56	Government says number of people killed in rain-induced flooding has reached 30 with 377 others injured.The Department of Disaster Management Affairs (DoDMA) spokesman Chipiliro Khamula said the number of those injured has also risen to 400 from 128 whilst the number of those affected is now 93, 000.He said 6, 000 of them have completely been displaced.The government of South Africa has sent rescue teams and operational equipment including medicine to support and enhance Malawi’s relief operations on the ground.The South African response followed Malawi President Peter Mutharika’s declaration of disaster in 14 districts that were heavily affected by continuous rains that led to floods.But Khamula said the distribution exercise is hampered with impassable roads in some parts, citing Makhanga in Chikhwawa as an example which has been cut off by the floods.He said Malawi army helicopters are expected to be used to deliver the food and other food items.In Ncheu, four more people have died when a house wall fell on them on Sunday.Disaster officials in Ntcheu have confirmed that the four, from one family, were killed at night while asleep when the house wall fell on them.In Phalombe, 44-year-old woman is missing after she was swept away by running water in a river.Reports indicate that the women had gone to Phalombe river to wash clothes when the flooding happened unexpectedly.In Chikwawa, the Catholic bishop there Musikuwo has pleaded with the church faithful to help those that have been displaced by the floods.The bishop said this on Sunday after some of the displaced said they were yet to get essentials including food.There are also fears of an outbreak of waterborne diseases in some of the centres.The district disaster officials said the victims will soon start receiving relief items, saying the delays were due to the cut off of the road due to heavy rains.Khamula said a total of 93,730 households have been affected by the rains that fell continuously in central and southern Malawi from Tuesday to Friday.Out of the 93,730 households affected, 6,341 have been completely displaced and most of the displaced families are living in camps, he said. Sharing is caring!
94	2019-04-24T08:51:29	Donors have swiftly come to the rescue of Malawi government after it raised an alarm that there is a deficit of K17 billion for the flood victims resettlement program.Japan has given Malawi $1 million through the World Food Program (WFP), Italy has also pumped in 500, 000 Euros thorugh WFP whilst the African Development Bank has given Malawi $400,000.The bank’s official Mathias Mugala said the AfDB will be providing another $1.8 million in due course.Homeland Security minister Nicholas Dausi said part of the money would be used to assist the recent victims of hailstorm in Rumphi where three people died, five are still missing, nine were injured and scores have been displaced.Earlier, Dausi said the government needs K277 million for a robust resettlement program for flood victims across the country.Dausi said flood victims are supposed to be returning to their homes but they need construction materials and other things basic things to make them start a new lease of life.“We are asking donors to fulfill their pledges. I know that countries like Germany are interested in the reconstruction program. The government is doing all it can because we are not receiving any money from the donors on the resettlement program," he said.He said the government is asking those wishing to leave the camps and go back to their homes do so voluntarily.The minister said out of the K32 billion budget for the whole flood victims’ recovery program, only K7 billion was made available Sharing is caring!
95	2019-03-10T21:03:54	Deputy Minister of Homeland Security, who is also ruling Democrtaic Progressive Party (DPP) regional governor for the south, Charles Mchacha on Sunday  lashed  at opposition Malawi Congress Party  (MCP) president Lazarus Chakwera for holding a grand manifesto launch at Crossroads Hotel in Lilongwe  while Malawians are still mourning people who have lost lives due floods.Incessant rains last  week washed away crops, roads, destroyed buildings and killed about 26 people in nine districts of Blantyre, Thyolo, Mulanje, Phalombe, Salima, Nkhotakota, Karonga, Mangochi and Zomba.Speaking in Zomba when he escorted DPP runningmate Everton Chimulirenji to distribute relief items to people, Mchacha said it was sad to see MCP dinning and winning forgetting the suffering of people.“MCP was supposed to postpone the manifesto launch and side with the affected people," he said.However,  MCP president on the same day donated K2 million  to the disaster response while his runningmate Sidik Mia donated K1 million and other party officials also pumped their money in aid of the victims Sharing is caring!
96	2019-03-20T07:11:24	The Enlightened Christian Gathering (ECG) Church  in Malawi on Tuesday donated assorted relief items to over 150 families that have been affected by flooding activities in the central region district of Dedza.The move follows a directive which ECG leader Prophet Shepherd Bushiri made on Sunday calling on national offices in the affected countries of Malawi, Zimbabwe and Mozambique to lead in responding to disasters that have fallen these nations.About 150 people have died, hundreds more missing and over 1.8 million people affected by flooding activities due to Cyclone Idai blowing from the Indian Ocean.Leading ECG Malawi team, Patror Ortis Bushiri said there is no way the church can remain silent when people are facing challenges such as flooding.He added that the church is a place of solutions, as such, when the President of Malawi, Professor Arthur Peter Mutharika, made the call, ‘we had to respond’.“We have only managed to reach out to 150 families and we have promised to stand with them through out until all the 8000 families have experienced the love of Christ.“We thought it wise to come and show them the love of Christ through giving and knowing that Giving is one of the core values of the ECG Church and Prophet Shepherd Bushiri ministries," he said Sharing is caring!
97	2019-01-25T00:08:08	Lessons were disrupted at Chimbiya primary school in Chikwawa after a feeding shelter wall collapsed into a hot porridge as learners were getting their porridge on Thursday morning, injuring 16 of them.This follows the heavy down pour in the southern region which has collapsed several buildings and houses.The head teacher at the school, Frank Chatandika said the accident happened when the learners had lined up to get their porridge.“Out of the 16 learners who were injured, two are admitted to St. Montfort Hospital whilst the other 14 were treated as outpatients," he said.The heavy rains has affected at least 500 households in the areas of chief Lundu and Makhuwira, forcing them to seek refuge in some primary schools.Lessons in some schools have been suspended because flooding victims are occupying classes Sharing is caring!
98	2019-03-18T16:23:08	FDH Bank has donated K13 million towards flood relief after 56 died and thousands of people were displaced due to flash floods especially in the southern part of the country last week.Head of Human resources at FDH Bank, Crispin Chikwama said after donating the cheque and some items in Blantyre Monday that the bank is extending a heartfelt helping hand to the areas that have been affected by the floods.“The heavy rains that took over the nation about a week ago left many families destitute as they were stripped of their belongings and now lack the simple necessities to survive. Our deepest condolences to those who lost loved ones in these terrible floods," said Chikwama.“It is always unfortunate when such disastrous events affect the livelihood of our fellow Malawians. As a bank that stands for the growth of Malawian people, we believe it is our duty to reach out to these communities and assist them in this tough time," he added .He said to show the Bank’s care to the communities affected by the calamity, the bank had made contributions of K3 million to Phalombe district through Adventist Development and Relief Agency (ADRA), K3 million each to Chikwawa, Nsanje through their District Councils and another K3 million to Blantyre through the Blantyre City Council.FDH Bank on Thursday last week donated K1 million to Zomba District through Zomba City Council.“In addition to this, the staff, management and the board of FDH Group made contributions of assorted items including clothes, bales of sugar and utensils.“Even though these donations cannot reverse the tragedy of the floods, it is a first step towards assisting these families to get back on their feet. Above all, our hearts are with those who have been affected and FDH Bank is prepared to show our support," said Chikwama.ADRA Chief Executive Officer, Hastings Lancha thanked FDH Bank for the timely donation of K3 million to ADRA towards the flood relief.“This donation will support 500 displaced households of T/A Chiwalo in Phalombe district. This assistance is part of FDH commitment towards its Corporate Social Responsibility. This support marks a new chapter of partnership between ADRA and FDH Bank in carrying out CSR."“The assistance will help to procure various households items like blanks, Mosquito nets, water pales, plastic sheets, pots, plates, cups, basins, and Soap and chlorine powder for the targeted 500 displaced households," said Lancha.Blantyre City Council Public Relations Manager Anthony Kasunda thanked FDH Bank for the gesture and asked other corporate companies and individual of goodwill to emulate the example set by FDH to support people affected by the floods Sharing is caring!
99	2019-03-29T10:23:53	In response to devastated floods that has left thousands  of people homeless, First Capital Bank Plc has donated K10 million towards relief initiative.FCB has since partnered with La Caverna’s “Blue Buckets of Hope" to facilitate the initiative which will enable families within Luchenza, Mulanje and Chikwawa to start rebuilding their lives in the wake of the recent floods.Speaking during the cheque presentation in Blantyre, FCB Acting Chief Executive Officer, and Thomas Kadantot said the Bank is very passionate about the well-being of the community it operates.“We were deeply concerned by the plight facing millions of Malawians since the cyclone hit. Through this initiative the bank intends to assist the small pocket areas where individuals could potentially have been forgotten because FCB believe that as a bank, we can’t make progress if large parts of the population are living in dire straits," said Kadantot.Kadantot said the bank  has  a social responsibility to contribute in providing Malawians a clean bill of health saying the donation to floods victims demonstrate its  long-term commitment to the country.“We continue to be moved by the plight of Malawians who are failing receive access to clean water and food due to the hard hitting floods. With thousands of people affected, we could not sit back and watch our countrymen endure such suffering.  It is against this background that the bank has decided to commit MK10million towards providing support that will go towards the immediate needs of individuals living in Luchenza, Chikwawa among others communities," he saidLa Caverna Arts Gallery Director Lois Losacco thanked FCB for the support saying it will go a long way in providing immediate needs for the victims.“We are partnering with various Community Based Organisations and NGOs working directly with the victims in the worst hit areas. We partnered  Sotto Sopra, Tiyamike, Kid’s World, and Joshua orphan care centre spans the southern region, having been active in their areas for more than 20 years and the knowledge our partners have in supporting the families of flood relief and long-term improvement cannot be underestimated," said Losacco.The MK10million donation will go towards the purchase of Likuni Phala, nutritional food supplements, and rice, blankets, and water guard, as well building toolkits to assist community members in their rebuilding of their homes Sharing is caring!
